A13,A14,A15,A16,A17,A18,A19,A20,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A1,A2,A6,A3,A4,A5,A7,A9,A10,A11,A12,A32,A33,A34,A35,A8,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73,A74,A75,A76,A77,A78,A79,A80,A81,A82,A83,A84,Bankrupt?
16707,14,152953,152967,-136260,931455,0,124035,0,0,0,-37398,-37398,25,-8,-37373,0,-37373,16707,16700,7,16683,0,0,0,0,0,0,0,-710,17364,0,4970927,-136260,1192.857143,1192.857143,1191.642857,-4674.75,9.155862812,0.999162028,-0.890780364,-1.122611185,0.109219636,0,-0.14628726,1,0.000838323,0,0,0,0,0,0,0,0,4.459785203,-4.462768496,-2.237904192,0,0.274277117,1.000668932,0,0,0,0,63347,0.018997672,0,8.472553699,-0.122529221,0,0,-0.167793895,1.460369793,314.2264151,-0.559361175,-0.168435574,-0.167860798,0,-0.167860798,-0.007518316,-0.027412794,0.012743498,0
8746947,984170,6360293,7344463,1402484,706459,352909,45079,559448,-514953,44495,22100,66595,206421,-97356,273016,-117617,155399,8746947,3781346,4965601,393331,613147,43427,258047,1562194,0,0,2588483,-560846,-24326,853150,63399039,1144437,3.842167512,3.798042005,0.399657579,0.684035909,0.839660169,0.857982791,0.190958005,6.417533687,1.190958005,0.162150462,1.080301652,1.225479428,0.260269756,0.079533755,1.095985686,0.975997303,14.39481739,0.523235823,0.014892597,35.10942803,0.437186449,0.018611006,0.007975598,0.041096213,0.099474841,0.11080269,0.428542011,0.920466245,126.5222148,3.950322461,17.40215355,-613757,-3.609070843,-1.002498892,6.716844051,25.56848854,2.182232491,-6.275503446,-0.187052262,2.088794498,0.099865694,1.539450611,1.643964271,-0.595435244,-0.571669234,-0.169463192,0.002451125,-0.056201435,-0.009680857,0
3616158,781746,317001,1098747,2517411,1382509,964928,117392,424960,-129543,295417,-219555,75862,-1765,-12152,74097,-15767,57993,3616158,1244420,2371738,840955,281223,0,365834,149054,0,0,1479100,164913,-441957,11111,480960677,2151577,1.591846968,1.591846968,1.075739435,6.242758394,0.303843748,0.682652141,2.2911653,0.510670545,3.2911653,0.225987207,0.916564321,1.170030633,0.62820109,0.695164251,0.66176346,0,0,0.165709834,0.220059906,0.504554579,0.111711199,0.016524362,0.021615904,0.046602433,0.389073759,0.023036763,1.308123394,0.304835749,88.7182323,51.66486258,2.859563253,123930,2.843670788,0.388067112,4.698984527,1.403038566,1.720261723,0.284983845,0.020347638,2.145195646,0.062659183,0.000543363,0.016778876,0.194808877,0.101283141,0.033329584,0.000120577,0.000302879,0.000257672,0
16163,7,863711,863718,-847555,57,0,0,0,0,0,-980,-980,-22295,-22295,-23275,0,-23275,16163,233,15930,0,12,0,1,11653,-137308,0,0,1469,0,-1674,2327,-847556,33.28571429,33.28571429,0,-0.043956044,53.43797562,0.999505042,-0.981286716,-1.019068946,0.018713284,0.051502146,-12460.49123,0.99999882,0.030042918,0,0,0,0,0,0,0,1.42E-05,1.343628229,-0.05657382,-99.89270386,-1.997339741,0.027461345,0.042105263,0,0,0,0,177394,-0.06311493,0,8.480300188,-0.452916035,1,-0.246251874,0.069279184,37.65979381,-0.125473434,0.189469118,0.246251874,-1.78778135,-1,-0.469122427,-10.00214869,-371.072196,76.23291792,0
1664077,173397,94697,268094,1395983,488183,749041,7455,0,0,0,24098,24098,-6640,-6912,17458,0,17458,1664077,6767,1657310,14,0,0,0,881,0,0,1354927,1,0,0,68879639,1395983,0.03902605,0.03902605,8.07E-05,3.486400463,0.161106728,0.895799894,5.207065432,0.192046751,6.207065432,0,1.12831872,1,25.62391015,0,0,0,0,0,0,0,0,0.010797899,0.014904787,2.579872913,19.81611805,0.012505883,1.380341391,0,0,0,0,-69247,5.73E-05,0,6.19E-05,0.863588355,0,0,0.403282437,2.048945048,0.060249185,0.165495407,0.22632762,1.085865143,0,1.085865143,0.000253457,-0.003793966,-0.001005333,0
1344149,351416,183682,535098,809051,492025,233845,1368,114643,-81150,33493,-23521,9972,2817,362,12789,-1469,11320,1344149,651142,693007,105097,241397,263222,1090,0,0,0,187767,-1200,-6179,9638,37272660,807961,1.852909372,1.103876887,0.299067202,27.54696133,0.398094259,0.737747824,1.511967901,0.662281967,2.511967901,0.370728658,1.113093254,1.001349075,0.539691803,0.292150415,2.10564099,7.859015317,0.322857859,0.230922895,0.053639221,0,0.29837056,0.00887164,0.007815194,0.017384841,0,0.013991701,0.880918728,0.707849585,92.26729936,20.51673456,0.315762846,-52477,-0.106007067,-0.010467277,0.094045656,2.130717299,7.029373743,-189.991099,-0.096210999,2.136728314,0.112887615,1.404832409,-3.569223786,-6.711340206,0.132055702,-0.084042879,0.000303708,0.003113381,-0.001407922,0
210677,7787,19084,26871,183806,133010,26602,3290,3354,-2578,776,1022,1798,1062,-120,2860,-960,1900,210677,166443,44234,151358,4350,7720,0,352,0,0,0,3305,-751,0,137475,183806,21.37447027,20.38307435,19.43726724,14.98333333,0.127545959,0.963038205,6.840311116,0.146192181,7.840311116,0.026135073,1.151580082,1,0.046784785,0.231365534,1.296958855,9.948453608,0.344790691,0.331064595,0.004684392,0.453608247,0.023666257,0.008810103,0.008337139,0.011415319,5.397727273,0.010336986,0.946315789,0.768634466,78.5927251,30.47107931,3.577817531,9811,1.739473684,0.985390578,1.53249421,1.823197796,-0.157919504,10.12663799,-0.604437102,1.960930296,-0.045180969,2.42726904,2.31010453,-2.272469922,-0.036024845,-0.624517375,0.013820695,1.015253682,0.071365703,0
1904174,536737,150025,686762,1217412,607869,468867,370110,426268,-133654,292614,-122615,169999,1475,-3878,171474,-55019,116455,1904174,968663,935511,23981,135872,0,749444,9960,0,0,53545,31985,-10452,-23131,263448316,467968,1.804725592,1.804725592,0.044679238,43.83677153,0.360661368,0.324546496,1.772683987,1.467540516,2.772683987,0.140267565,0.434617214,2.601485572,0.554100859,0.686455469,0.31874783,0,0,0.249012086,0.338248452,0.034038016,0.111607246,0.064470287,0.094112612,0.12022241,11.69226908,0.095657838,1.459782749,0.313544531,73.93611531,28.7647677,0.909756304,-70690,0.274655446,0.075034955,1.77071154,1.577687428,-10.13276233,-30.19718852,-0.276028085,2.137892311,0.114531009,0.70714541,0.870042072,1.062118657,0.291945375,-0.281102462,0.000442041,0.001070043,-0.000268326,0
1193732,476173,488400,964573,229159,100640,26312,4389,316322,-175961,140361,-33489,106872,-8954,-10768,97918,-24166,73752,1193732,755981,437751,1159,264655,206790,20525,0,0,0,182225,38896,-221407,183072,0,208634,1.587618366,1.153343428,0.002433989,9.924962853,0.808031451,0.583911632,0.23757559,4.623278085,1.23757559,0.35008155,1.643408532,1.098378021,0.629874296,0.443728226,0.836663273,1.47327249,0.913888471,0.369531662,0.227884292,0,1.154896818,0.076528611,0.110895511,0.097558007,0,0.321837676,1.449072568,0.556271774,77.25798395,10.58699679,3.404126175,83083,0.527389088,0.12296331,4.036035438,4.772748118,1.758967539,2.751117817,0.061741847,2.746883597,0.626993992,0.372547435,0.183535264,0.166661208,0.117345964,0.022036363,0,0,0,0
5948761,3005495,1101603,4107098,1841663,1159103,527365,260541,1261327,-1108897,152430,-46690,105740,-24744,-101398,80996,-22072,58924,5948761,3489032,2459729,931106,1009456,483810,36036,678178,0,0,1424440,449929,-79663,-532221,28701029,1805627,1.160884314,0.999909166,0.309801214,1.042821357,0.69041234,0.488711851,0.448409802,2.274610426,1.448409802,0.289322655,1.070655951,1.01995761,0.861412277,0.120848915,0.800312687,3.1739815,2.138049047,0.368956528,0.035825067,4.449111067,0.548121996,0.008636717,0.015498719,0.016888352,0.086885744,0.031994996,1.794514968,0.879151085,101.4056624,3.701657064,8.038993853,1624396,7.635751137,0.356710829,6.594782455,2.474233163,1.802939793,8.756857004,-0.023989036,1.808454275,-0.227055998,-0.482517307,-0.684282155,-0.538963955,-0.140886111,0.014658984,0.002053027,-0.021534629,0.056597135,0
33741255,20922628,0,0,5112742,4175222,207322,526351,2488875,-863431,1625444,-1424546,200898,-721,-5166,200177,-228327,143892,33741255,14287275,18367900,0,0,0,161822,27297,-57292,-327046,896961,440014,-368640,-418172,341124071,33579433,0.682862354,0.682862354,0,38.88850174,0.620090391,0.375113641,0.612668112,0,1.560758763,0,7.675159679,0.15225814,1.464423972,0.653083823,0,0,0,0.041267808,0.11229143,0.016793565,0,0.00429778,0.00600044,0.01007134,5.2713485,0.028143802,1.396172129,0.346916177,101.3096278,57.23654261,0.207563658,285170,3.057946237,0.176792326,1.314237944,6.575759443,1.969148728,0.95922173,0.233215361,2.016347446,0.015696167,0.177849221,0.222459157,0.11141354,0.456677693,0.243757097,0.000421817,-0.019451436,0.000835971,0
246470,160998,65378,226376,20094,10000,10171,6760,20838,-9354,11484,-13633,-2149,-1029,-1869,-3178,1797,-1381,246470,158596,87874,55709,26040,61258,719,0,0,0,14478,-1413,222,26179,57536221,19375,0.98508056,0.604591361,0.346022932,-1.149812734,0.918472836,0.343867408,0.088763827,11.68392258,1.088763827,0.164190774,0.960537405,1.037109677,1.015145401,0.551108552,1.249640081,5.33420411,0.160702321,0.058100101,0.072641247,0,1.295909227,0.005684613,-0.008845933,-0.00870766,0,0.068726983,1.556118755,0.448891448,110.6584125,65.42374508,8.969190901,-9008,1.023171615,-0.067808811,0.581633472,18.13907534,0.994839421,-9.178512501,-0.44101111,2.053399024,0.029519262,2.680518441,4.827004219,-3.679551122,-0.523188707,-0.467289286,-2.40E-05,-0.001178041,-0.000156562,0
47590,12,12669,12681,34909,3000,3112,0,0,0,0,-34,-34,3,-2,-31,0,-31,47590,2471,45119,12,0,0,0,0,0,0,0,-137,256,-108,0,34909,205.9166667,205.9166667,1,-17,0.266463543,0.999747846,2.752858607,0.363258758,3.752858607,0,5.711551047,1,0.004856333,0,0,0,0,0,0,0,0,0.000626725,-0.000687376,-0.012545528,0,0.000888023,1.096774194,0,0,0,0,2269,4.419354839,0,0.276971909,1.242971221,0,0,-1.08372093,1.918091966,-0.072988293,-0.92873853,-1.066666667,-1.07852194,0,-1.07852194,0,0,0,0
3831093,3718631,311957,4030588,-199495,2089978,-741,209471,1011510,-1049310,-37800,-103231,-141031,-136112,-700859,-277143,674,-276469,3831093,1556299,2274794,191509,302240,754415,8685,1229761,0,0,29409,179119,-38723,-51153,43403849,-208180,0.418513964,0.215639573,0.051499866,-0.201225924,1.052072607,0.027088092,-0.04949526,-19.36107215,0.95050474,0.194204327,-0.099644033,0.958281295,2.389406534,0.037369873,0.298800803,19.95806878,1.187775526,0.282176425,0.024205152,32.53335979,1.515025439,0.071811426,-0.03663209,-0.17764517,-0.224815228,1.385844257,0.510115058,1.037369873,183.164378,10.20563316,69.28839062,998632,-0.647880956,0.1770808,4.652525546,-37.73809798,4.974449554,11.08924099,0.289494868,1.896314117,-0.009738242,7.374905936,-3.688707136,-2.97042222,-1.654692831,-0.201902762,-0.006369689,-0.057006212,0.023007913,0
20422524,3676937,11365721,15042658,5379866,4146365,1382244,580770,2294590,-2055190,239400,-392013,-152613,-36313,-220434,-188926,75341,-113585,20422524,4488065,15934459,61413,1877605,56155,2628083,244924,0,0,28866,119910,-479871,-133042,0,2751783,1.22059883,1.205326607,0.016702217,-0.692329677,0.736571934,0.691271265,0.357640651,5.466513166,1.357640651,0.418355126,0.497735145,1.955047327,0.819269997,0.104332364,0.818274724,0.234565581,36.75824078,0.558940771,0.057908691,1.023074353,0.349005905,0.005594631,-0.007516956,-0.025308234,-0.463756104,0.021112979,1.343601708,0.895667636,112.9742568,17.08422855,9.606683547,-306867,-1.05568517,0.052257702,0.590616905,4.699353948,3.311837761,-114.8776161,0.026593071,2.006734613,0.011893832,9.98361332,10.45703046,-2.949180035,-0.30146855,0.000458284,0,0,0,0
2501573,784466,416890,1201356,1300217,966255,483596,271074,284914,-258309,26605,-71024,-44419,-17236,-63990,-61655,22282,-39373,2501573,1188252,1313321,418041,283750,327726,438817,549214,0,0,197564,28069,86331,121797,38492519,861400,1.514727216,1.096957676,0.532898813,-0.694155337,0.480240233,0.510994482,1.082291178,1.394655212,2.082291178,0.238796148,0.594130017,1.509423032,0.660184877,0.093379055,0.995914557,12.31821086,0.837955499,0.329280045,0.025094843,20.64326254,0.218232803,0.016579924,-0.018704788,-0.033135227,-0.071689724,0.030281868,1.128158891,0.906620945,130.2291218,24.92822396,22.4594088,28165,-0.712899703,0.098517447,1.181982276,2.67052634,1.668185172,3.473028879,-0.17975513,2.061577772,0.112845911,-0.338272164,-1.660033863,-1.520220179,-0.797356996,-0.284688481,-0.001022874,-0.00034043,0.000731701,0
58427,9346,370513,379859,-321432,300753,20319,52341,0,0,0,-111315,-111315,230,-184,-111085,-6247,-118187,58427,2408,56019,165,323,0,0,182,0,0,23,22606,0,-25044,31917100,-321432,0.257650332,0.257650332,0.017654612,-604.9728261,6.501429134,0.840039708,-0.846187664,-1.18177095,0.153812336,0.134136213,-1.001121244,1,3.881229236,0,0,0,0,0,0,0,0.001004878,2.292333802,-2.159045726,-49.08098007,-649.3791209,0.367688967,0.941854857,0,0,0,0,171361,-0.191273152,0,43.84619115,-0.181395373,0,0,0.578389321,3.214614073,0.307442714,-0.114299676,0.64869917,0.58028109,0,0.58028109,-0.003702937,-0.01182598,0.00536894,1
1958037,419852,771604,1191456,766581,489214,792237,13349,71499,-49956,21543,-56079,-34536,-22034,-27069,-56570,0,-56570,1958037,378502,1579535,248737,31666,0,565403,169163,0,0,395317,55823,-205637,324618,103710767,201178,0.901512914,0.901512914,0.592439717,-1.275850604,0.608495141,0.496814922,0.643398497,5.922397081,1.643398497,0.083661381,0.156992347,3.810461382,1.10924645,0.301304913,0.442887313,0,0,0.118984785,0.078461295,7.852341828,0.041308094,0.030973949,-0.018909604,-0.149457599,-0.334411189,0.073795202,0.610500265,0.698695087,186.1620442,78.4332648,37.85927076,-163216,-0.986795121,0.780752178,3.056494195,4.183858484,0.912027573,-4.837729929,-0.396807845,2.182066717,0.155381747,2.080045928,3.148577295,-3.933242738,-0.59358198,-0.450593008,-0.000545459,-0.007838665,-0.001573761,0
1683498,53569,79427,132996,1550502,741987,668191,8355,618,-15,603,14437,15040,3312,-1560,18352,0,18352,1683498,48886,1634612,35,0,0,2,4,0,0,1578523,11700,-11712,0,34833911,1550500,0.912580037,0.912580037,0.000653363,9.641025641,0.078999797,0.968178756,11.6582604,0.085776201,12.6582604,0,1.099506587,1.00000129,1.095794297,0.975728155,0,0,0,0.000280013,0.010567175,0.006633499,0,0.010944177,0.008969073,0.375404001,4588,0.011836167,0.819529207,0.024271845,2081.229773,2336.084142,252.4271845,-1348,0.637532694,18.93203883,0.69772705,1.324877847,8.295798319,-141.6553881,-0.42232203,2.010181969,0.00793235,-0.236070623,-0.229587339,-0.394890364,0.013445378,-0.40498391,0.000526843,-0.002414601,-3.87E-05,0
190752,31977,91426,123403,67349,171653,3984,0,0,0,0,-87,-87,-4,-4,-91,0,-91,190752,16,190736,0,16,0,0,0,0,0,80326,294,0,-294,4165897,67349,0.00050036,0.00050036,0,-21.75,0.646928997,0.832363488,0.54576469,1.832291497,1.54576469,1,0.38345565,1,1998.5625,0,0,0,0,0,0,0,0.000237568,0.000476907,-0.000455944,-5.6875,0,0.001351171,0.956043956,0,0,0,0,598,-3.230769231,0,0.154077552,2.962511795,0,0,-0.574766355,1.999963099,-0.000639165,-0.572846935,-0.574766355,0.891304348,0,0.891304348,-2.18E-05,-0.029618351,0.000143547,1
758844,4383,5576,9959,748885,1975670,2242617,4087,0,0,0,-561688,-561688,585,268,-561103,255,-560848,758844,50308,708536,49366,0,0,0,485,0,0,687500,-5075,-217,-5376,0,748885,11.47798312,11.47798312,11.26306183,-2095.850746,0.01312391,0.994224109,75.19680691,0.013298437,76.19680691,0,0.177532965,1,0.08712332,0,0,0,0,0,0,0,0,0.194156453,-0.194447248,-11.14828655,-1156.387629,0.748910714,1.001497732,0,0,0,0,4218892,0.009048798,0,0.175688244,1.012243083,0,0,-3.960966631,1.087558032,-0.848788716,18.51877937,-3.939424115,-3.961037044,0,-3.961037044,0,0,0,0
1357925,34970,471009,505979,851946,153719,7765,67139,766,0,766,-18977,-18211,482,-58,-17729,0,-17729,1357925,19131,1338794,11274,6084,0,0,1068694,0,0,186341,-1199,1169,-8257,755311,851946,0.547068916,0.547068916,0.322390621,-313.9827586,0.372611889,0.974247473,1.683757626,0.593909708,2.683757626,0.318017877,5.275730103,1,1.827923266,1,7.942558747,0,0,0,0.026053536,1395.16188,0.007141298,0.01292172,-0.013273024,-0.926715802,-0.016589407,0.020810004,1.027187095,0,2484.986945,2477.415144,7.571801567,30252,0.067629308,-1.565274151,0.087388696,1.551722871,1,-15.87690797,1.430103409,1.965736023,-0.020352967,2.120606934,2.009506026,1.635837314,-0.126567845,1.437323401,-0.02347245,-0.644566278,0.040052376,0
1329517502,762786750,0,0,135133652,79100000,11441,0,18278454,-19590196,-1311742,763070,-548672,-30004,-102992,-578676,4084731,3506055,1329517502,674138389,511646928,0,0,0,5584008,4983599,-6181229,-10902507,133164578,95201676,2667107,792539,6108408024,1323933494,0.883783559,0.883783559,0,-5.327326394,0.573732011,0.422067963,0.742974038,0,1.554543674,0,16.45799632,0.102069819,1.131498758,0.071764384,0,0,0,0.025682402,0.002104983,3.799221951,0,0.002831408,-0.000443095,0.005200794,0.703518682,0.025945092,-0.156492696,1.071764384,81.21795749,4.174696613,0.563461221,-70218787,27.1535033,5.208409639,7.688263799,10.37655562,4.26959094,1.612289106,0.044914772,2.142147548,0.159097678,-0.425783536,-0.419727051,-1.079849113,-1.111502154,0.055316203,0.000573972,-0.014512515,-0.011495432,0
16854220,9655419,0,0,1510285,725700,2327,0,196382,-173825,22557,3447,26004,22,0,26026,-2454,20404,16854220,11741556,4173637,0,0,0,933,5559,-9163,-2023,932535,3473443,-110549,-13851,19957433,16853287,1.216058671,1.216058671,0,0,0.572878425,0.427066218,0.745571062,0,1.648317178,0,23.16184702,0.089613676,0.822328744,0.114862869,0,0,0,0.018002844,0.002312826,0.246442346,0,0.001419826,0.001809506,0.001737759,3.670444325,0.013510033,1.274455989,0.885137131,88.00806591,1.755252518,0,-1482354,170.2334346,17.68717601,24.17018315,11.16907012,1.581415815,-11.84313625,-0.110850177,2.388402935,0.417830223,0.738176444,0.763831259,0.419277371,-0.101994506,-0.110757363,0.001022376,0.104529325,-0.074275785,0
5260981,944842,2766686,3711528,1549453,1427152,136887,38097,424307,-420923,3384,-68113,-64729,-35203,-44001,-99932,26626,-73306,5260981,1652302,3608679,10790,403861,81611,2242075,0,0,0,596195,180204,-402268,227340,303800430,-692622,1.74876011,1.662384822,0.011419899,-1.471080203,0.705482114,0.39423522,0.417470379,-5.358663167,1.417470379,0.244423235,-0.442841898,2.237083142,0.57183372,0.007975357,0.951813192,24.11672577,7.565115025,0.445495649,0.002193213,0,0.260647467,0.014344835,-0.01266645,-0.044365982,0,0.04731089,0.882997299,0.992024643,119.3501403,16.05276368,10.37008581,342801,-2.458243527,0.424701926,3.526309708,5.241963683,2.462336454,5.026666771,-0.132913647,2.05312444,0.060775327,0.146294933,-2.009752335,-1.510626045,-0.984486671,-0.157125129,-0.000241297,-0.00677822,0.001128376,0
706501,415014,429586,844600,-138099,116800,-429617,133854,1774,-5763,-3989,-16987,-20976,-5100,-5689,-26076,166,-25910,706501,247629,458872,122,68407,50353,24515,0,0,0,225495,-1982,486,-140,1230086,-162614,0.596676257,0.47534782,0.000293966,-3.687115486,1.195468938,0.377879154,-0.16350817,-5.193894745,0.83649183,0.276247935,0.519837477,0.849244223,1.675950717,2.248590755,38.56087937,12.62296315,0.115103459,0.013886279,0.014958086,0,0.495347541,0.035593691,-0.028815641,-0.104632333,0,0.187619027,0.809571594,3.248590755,1593.742954,957.5535513,320.6877114,38425,0.076495562,-1.117249154,0.272275936,-6.359757339,-0.064907635,0.620904998,-0.239334528,1.960584777,-0.057213011,-0.455917632,-0.230860569,-0.19908362,0.024133504,-0.215895774,-0.021063568,-0.485308344,0.031237653,1
199988000,9365000,0,0,126416000,97148000,1829000,0,1091000,-894000,197000,3601000,3798000,0,0,3798000,1039000,4835000,199988000,11292000,62537000,0,0,0,0,0,0,0,126159000,11538000,-4473000,-13673000,5165296130,199988000,1.205766151,1.205766151,0,0,0.04682781,0.95317219,20.35483182,0,7.883502403,0,2.020550229,0.632117927,0.829348211,0.180568286,0,0,0,0.095461826,0.010464807,0,0,0.025291956,0.019867394,0.428179242,0,0.038246741,0.785522234,0.819431714,343.3547204,330.0641613,0,-6103000,2.386349535,10.5756187,6.035544745,1.581983293,-2.665007191,-1.322919792,-0.527078966,2.091902984,0.09674412,-0.277958315,-0.309778729,-0.426543862,-0.624045802,-0.528315037,0.000936055,0.000373067,-0.001181539,0
16996,49221,107442,156663,-139667,107838,79,5153,324,-30,294,-576,-282,-43,0,-325,0,-325,16996,1029,15967,210,819,0,0,7245,0,0,52,164,0,0,71121,-139667,0.020905711,0.020905711,0.004266472,0,9.217639445,-1.896034361,-0.891512355,-1.121689447,0.108487645,0.795918367,-1.294207585,1,47.83381924,0.907407407,2.527777778,0,0,0.000609496,0.32183908,24.64285714,0.005863948,0.019250703,-0.016703687,-0.315840622,-0.044858523,0.002326963,0.867692308,0.092592593,187.037037,177.7777778,0,535,-0.504615385,0.50617284,0.97142011,-0.14024493,1.011494253,-2.20935412,-0.035031847,2.021439042,0.013536884,-0.27809199,-0.276169265,-0.170588235,0.126436782,-0.035031847,-0.004569677,-2.188298815,0.007522391,1
24522192,2700970,8248973,10949943,13572249,13200295,1250165,1812583,1880427,-1986605,-106178,-90431,-196609,-303959,0,-500568,33686,-466882,24522192,6825770,17696422,1350779,1360298,3160689,91986,9757474,0,0,4772542,727071,-240417,-57589,674818011,13480263,2.527155059,1.356949911,0.50010885,0,0.446531982,0.886104962,1.239481247,0.812294463,2.239481247,0.199288578,0.932860476,1.006823754,0.395701877,0.056464835,0.723398462,29.76783326,0.628007496,0.735515389,0.015895599,91.89732336,0.100226425,0.019241225,-0.008102686,-0.068399902,-0.047848654,0.034399752,0.421110687,1.056464835,108.6641492,4.809067302,0,1199876,-1.557290707,0.386652074,2.996418126,4.600098788,2.967870122,10.47201566,-0.330488793,2.008698901,0.021453692,2.680659719,-4.557169088,-1.866466293,-1.291545622,-0.330488793,-0.000691864,-0.006111534,0.001778073,0
12658089,632002,4849340,5481342,7176747,5975433,3013981,1782843,363552,-187220,176332,113756,290088,-94720,-102240,195368,-57570,137798,12658089,1008183,11649906,1376,184652,0,1555497,6143150,0,0,37592,437950,-8153,-410365,196480054,5621250,1.595221218,1.595221218,0.002177208,2.837323944,0.433030768,0.827185683,1.309304729,0.975110874,2.309304729,0.183153257,0.625318847,1.276717278,0.626872304,0.485025526,0.507910835,0,0,0.29623324,0.173828607,34.8385432,0.025729206,0.010770611,0.022673951,0.136679551,0.022431163,0.019200621,2.105168435,0.514974474,64.16523633,31.29015932,28.12252443,379199,3.178202877,1.204641977,3.423118781,1.187857038,-9.603522448,2705.168587,-0.551172111,1.988956512,-0.021005843,33.2795137,-35.43228386,1.897287364,0.125786886,-0.72613913,0.000701333,-0.022766479,0.001929962,0
58730,579,54599,55178,3552,16000,1934,22219,0,-1,-1,767,766,-15,-51,751,0,751,58730,516,58214,195,321,0,42,0,0,0,43013,-1252,-16857,18301,52261,3510,0.89119171,0.89119171,0.336787565,15.01960784,0.939519837,0.989426188,0.064373482,15.72022792,1.064373482,0.622093023,0.195717631,1.011965812,1.122093023,0,0,0,0,0.001727116,0.003838772,0,0.090371622,0.015977534,0.016296659,1.455426357,0,0.21143018,1.019973369,0,0,0,0,-3445,-1.667110519,0,2.663631432,16.21056721,0,0,-1.22211867,2.658452129,0.664824106,-0.910067726,-1.235054773,-1.239150796,-0.5,-1.239150796,0.01437018,-1.045942481,-0.065919137,0
3462653,1439276,0,0,251321,1156335,35960,0,60311,-29912,30399,-71724,-41325,9513,-25,-31812,2340,-37592,3462653,1844219,1499191,0,0,0,1610,4639,0,-12630,112994,271414,-55970,56080,0,3461043,1.281351874,1.281351874,0,-1653,0.415657012,0.583878026,1.405829737,0,2.322980443,0,2.902841159,0.072614238,0.780425752,0.504037406,0,0,0,0.020782671,0.017048208,0.152603704,0,0.011871331,-0.01305019,-0.020383696,-8.103470576,0.149577632,1.099303043,0.495962594,164.6814014,118.9235794,0.041451808,-308790,-7.219993616,4.50024042,8.571093379,10.60616318,0.512919493,-0.477488813,0.415516785,2.182879803,0.206252169,0.438848188,-0.059353418,4.241628615,0.063757567,0.651892665,0,0,0,0
412620,121253,777595,898848,-486228,171273,9651,0,74391,-75786,-1395,3317,1922,-27488,-32800,-25566,-169,-25735,412620,185362,227258,26868,48319,62333,840,0,0,0,83749,30661,-15984,-13571,2532157,-487068,1.528720939,1.01464706,0.22158627,0.058597561,2.178391741,0.704103049,-0.540945744,-1.845426101,0.459054256,0.260673709,-2.692113816,0.998275395,0.654141626,0.018752268,0.649527497,44.68315412,1.353877485,0.625023711,0.00736871,0,0.09937519,0.064554808,0.004821229,-0.138836439,0,0.052927845,-0.074684282,1.018752268,141.7348873,4.458872713,44.09135514,146328,-1.191412473,0.412160073,7.691140301,11.28807045,2.299572176,8.308774523,-0.205720796,2.07862681,0.07261228,1.177957004,-3.857222161,-0.863436123,-1.067541396,-0.419207219,-0.010163272,-0.281770048,0.057787886,0
4637273,2752705,2536277,5288982,-651709,2611390,20953,2136606,4546,0,4546,-22540,-17994,-12035,-12133,-30029,0,-30029,4637273,159731,4477542,3971,108720,38352,4207,3707,0,0,2176715,961,0,-1204,13676606,-655916,0.058026923,0.044094445,0.001442581,-1.483062722,1.140537122,0.405488527,-0.123220121,-8.063505083,0.876779879,0.680644333,-0.249175734,0.993586069,17.23337987,1,23.91553014,8.436427629,0,0,0.026934072,0.815442147,0.166822923,0.006300848,-0.003775599,-0.18799732,-8.100620448,0.046077314,0.599220753,0,762.7144743,495.8205015,266.8939727,103010,-0.032002398,0.211394633,0.020164224,-11.87468503,1,1.159789471,-0.708828445,1.945921914,-0.052546553,-0.763562344,-0.719100493,-0.762768622,-0.620026747,-0.743321111,-0.002195647,-0.375038295,0.007531839,0
5879040,2341682,685154,3026836,2852204,1500000,1298282,23898,400920,-257888,143032,-69239,73793,-5385,-53981,68408,-14065,54343,5879040,3850122,2028918,2230279,698050,664230,111081,685450,0,0,392668,-104055,-183468,2077251,180160882,2741123,1.644169447,1.360514365,0.952426077,1.367018025,0.514852085,0.58279532,0.94230543,1.104232098,1.94230543,0.181305943,0.979573538,1.040523902,0.608209818,0.356759453,1.741120423,4.643925835,0.440172049,0.110129386,0.048610435,4.792284244,0.244740559,0.011384966,0.01545978,0.014114618,0.079280764,0.019052985,1.357911783,0.643240547,98.56654694,17.27002893,13.46428215,-310127,-1.914782033,-0.259540557,2.179972888,1.910810228,1.225465977,-2.091035164,-0.294644146,2.563678218,0.603050001,0.507205168,0.626548937,0.512275596,-0.367193445,-0.375293374,0.000301636,0.004569727,-0.001721389,0
